427.972,402.531
417.639,401.938
422.056,401.875
420.333,403.344
412.111,402.531
394.833,397.312
400.083,399.688
392.333,390.594
383.611,396.469
376.194,399.531
391.25,410
532.583,1960.594
1955.556,2262.75
2233.806,2299.906
2030.361,2172.188
1765.278,2070.375
1591.028,1904.906
1441.25,1817.281
1341.639,1701.688
1211.528,1600.594
1115.056,1504.719
1052.722,1400.5
970.778,1337.25
901.278,1236.969
853.556,1026.344
788.917,962.156
743.833,887.594
707.917,859.656
661.556,852.281
630.528,813.875
1888.972,1132.281
1918.778,2468.219
1751.083,2512.969
1565.611,2367.5
1452.167,2216.375
1392.306,2051.312
1273.5,1869.688
1190.778,1727.844
1087.611,1592.094
1021.778,1489.844
980.778,1418.281
915.167,1337.219
856.556,1242.75
808.583,1167
770.778,1120.719
723.222,1067.156
690.694,1011.031
652.444,982.281
623.972,982.281
580.472,874.938
543.639,835.75
526.306,797.406
535.583,767.906
506.972,728.906
493.667,715.531
506.694,688.344
485.861,667.969
460.528,621.375
465.75,604.188
1367.722,749.344
1838.111,798.031
1724.222,774.625
1573.444,753.5
1543.361,2134.156
1424.694,2134.219
1345.222,2095.688
1261.306,1998
1169.333,1887.625
1057.056,1749.25
1011.194,1706.281
962.917,1621.719
906.889,1551.531
845.444,1477.844
817.306,1403.812
1792.861,1617.938
1675.111,1533.969
1566.444,1439.062
1462.361,1395.125
1288.333,1316.75
1223.306,1262.406
1131.25,1037.969
1032.972,1015.969
944.056,984.031
877.417,922.906
828.833,891.344
766.75,850.594
706.556,822.438
744.556,799.812
714.583,782.406
674.528,761.656
636.639,722.75
613.472,683.469
593.972,725.469
1970.722,2983.656
1890.472,3041.25
1728.417,2844.344
1602.917,2651.781
1444.028,2455.281
1324.722,2306.469
1195.389,2156.594
1131.972,2005.75
1212.583,1916.406
1130.917,1814.312
1055.528,1669.625
984.694,1578.312
957.861,1492.781
895.389,1407
825.75,1325.875
783.833,1248.5
724.75,1169.812
696.722,1080.156
643.972,1080.156
614.722,980.875
582.889,911.594
550.111,870.25
532.194,825.281
504.222,798.906
481.028,750.156
476.944,715.812
459.972,663.656
447.861,631.281
426.25,618.625
416.861,598.781
418.278,574.594
1057.444,824.375
1813.167,1028.812
1663.5,957.844
1526.194,907.312
1382.333,814.594
1241.694,786.656
1141.667,741.781
1063.972,687.125
989.472,649.688
929.444,617.625
850.722,592.062
788.5,575.062
729.083,554.844
697.889,530.375
661.972,522.719
627.944,504.25
597.306,478.375
570.722,465.625
542.417,426.625
519.278,421.062
496.083,421.188
487.25,413.281
472.25,402.406
441.167,408.5
427.806,403.219
414.083,394.625
401.056,386.031
401.417,396.844
389.278,386.594
388.306,381.219
378.167,386.531
376.417,388.375
370.167,378.906
367.472,388.312
362.667,377.219
356.806,383.375
365.444,387.844
363.889,387.156
384.611,1301.281
442.75,2422.531
2220.694,2836.844
2038.861,2661.312
1827.111,2464.875
1674.694,2321.781
1508.694,2149.438
1414.972,1999.406
1273.167,1879
1185.056,1758.688
1103.528,1758.688
1015.472,1538.5
958.806,1444.188
908.528,1369.906
844.028,1283.656
793.889,1213.344
757.472,1153.75
704.917,1075.031
669.722,1020.438
622.194,966.719
594.25,928.125
568.028,893.188
542.667,862.125
516.194,845.5
512.528,812.469
504.361,782.938
490.139,747.625
477.194,725.906
468.972,743.75
1489.444,2415.781
2132.194,2596.719
1946.361,2477.688
1769.972,2296.562
1613.861,2156.375
1482.944,2017.156
1339.222,1890.031
1229.667,1805.562
1115.333,1684.969
1068.472,1592.625
980.944,1515.906
926.861,1429.312
873.306,1372.281
817.5,1294.25
763.361,1228.062
728.083,1180.5
689.5,1113.438
652.083,1041.188
637.778,998.562
605.806,972.125
588.25,927.094
560,898.75
1362.25,1119.875
2029.944,1317.844
1881.361,3359.594
1761.778,3267.625
1647.056,3094.781
1503.444,2898.875
1432.611,2731.219
1976,2750.438
1862.639,2561.938
1874.139,2405.656
1736.556,2251.906
1582.528,2251.906
1481.278,1972.75
1358.111,1838.344
1276.333,1728.531
1187.222,1625.625
1098.222,1529.375
1052.361,1440.594
973.472,1366.344
915.194,1294.688
852.083,1238.625
807.111,1156.562
781.528,1100.219
718,1052.969
694.056,1002.906
676.806,960.031
652,900.906
1715.25,1220.188
2010.194,1275.906
1857.556,1203
1729.361,1152.188
1595.278,1070.438
1445.444,1048.312
1360.25,1778.375
1272.556,2731.781
1192.472,2672.812
1093.833,2508.344
1012.417,2358.75
982.833,2210.688
914.611,2070.906
870.278,1941.438
818.389,1818.125
765.306,1746.594
708.861,1648.906
678.444,1543.125
646.056,1455.156
617.694,1362.844
589.194,1301.438
577.5,1231.75
628.944,1167.719
2076.083,1426.406
1956.028,1347.625
1810.806,1269.562
1649.75,1134.094
1546.611,1129.5
1466.528,1108.844
1379.639,1082.375
1319.833,1072.719
1252.083,1056.812
1289.917,1069.031
1240.972,1014.906
1209.667,1006
1166.778,985.5
1100.222,947.938
1061.194,936.844
1017.694,904.469
988.833,884.312
940.861,875.25
894.639,850.719
873.583,828.156
826.889,786.844
790.694,780.281
773.5,780.281
740.861,738.062
717.917,730.875
698.222,721.625
690.389,1690.281
686.028,2855.562
657.389,2847.906
648.639,2743.031
633.5,2623.094
607.667,2500.188
581.5,2406
571.25,2275.375
552.056,2168.969
536.056,2016.938
527.333,1931.906
522.417,1875.562
520.778,1789.469
505.556,1707.781
500.5,1640.719
496.194,1557.625
489,1522.719
468.583,1474.125
486.917,1381.531
530.194,1350.156
1757.028,1804.062
1745.056,1721.531
1702.306,1667.719
1593.778,1587.344
1516.083,1518.469
1427.806,1464.5
1369.444,1390.625
1296.611,1327.688
1211.5,1273.312
1152.278,1242.5
1092.583,1188.344
1059.417,1147.219
998.917,1092.219
960.194,1051.125
910.083,1018.656
878.083,994.281
850.056,960.312
814.806,929.844
764.389,894.625
752.417,859.719
746.694,867.156
717.389,839.469
705.917,821.094
688.389,811.781
666.667,797.969
652.806,779.375
643.806,754.75
622.111,728.625
627.056,713.188
614.806,699.906
609.639,691.344
595.25,679.656
589.083,661.031
819.694,701.625
2162.889,1180.25
2490.583,3142.594
2371.278,3167.781
2222.861,3073.594
2105.222,3005.438
2001.389,2881.094
1904.111,2761.188
1759.389,2614.812
1674.139,2500.688
1591.361,2349.719
1521.833,2226.469
1434.75,2111.188
1376.222,2030.625
1306.056,1936.438
1247.5,1872.031
1205.028,1805.906
1152.639,1701.219
1079.806,1642.188
1042.917,1586.094
1002.333,1512.688
958.472,1438.312
920.056,1393.719
880.25,1316.812
851.667,1262.469
813.139,1232.312
792.194,1170.031
770.333,1156.219
743.417,1087.75
719.861,1052.719
689.694,1022
660.556,970.562
646.278,942.25
654.5,942.25
1951.917,1285.312
2151.528,1285.031
2020.222,1236.531
1917.25,1173.812
1811.25,1117.156
1705.833,1058.5
1604.167,1039.75
1521,974.062
1437.917,975.094
1369.139,918.844
1298,893.844
1237.861,867.531
1134.222,845.812
1097,812.438
1046.722,785.656
990.5,783.5
947.972,743.25
907.306,723.281
876.278,696.188
836.722,677.094
812.778,652.219
775.722,641.375
749.083,619.594
725.667,630.031
705.778,619.812
674.556,602.188
657.806,575.938
633.25,568.281
622.583,498.75
594.222,508.5
576.278,515.125
557.306,500.031
536.972,498.312
517.694,500.375
511.417,500.219
508.694,494.906
488.417,481.594
481.917,489.344
479.778,489.469
468.861,468.344
451.861,464.812
444.944,463.656
448.5,461
444.583,459.875
435.583,464.281
436.5,462
441.028,449.812
792.694,562.406
2383.333,958.188
2274.944,937.031
2142.222,893.969
2005.167,853.625
1912.556,1059.281
1825.111,3183.062
1705.028,3258.812
1643.639,3205.781
1525.611,3205.781
1453.75,2920.656
1370.167,2788.344
1307.333,2639.781
1218.5,2522.688
1156.583,2425.25
1108.028,2295.844
1055.139,2201.625
1007.25,2091.125
936.306,1976.812
910.5,1902.188
862.111,1814.156
835.972,1750.75
798.778,1668.438
762.306,1610.344
732.278,1539.031
697.972,1485.094
677.306,1411.562
651.222,1360.562
631.139,1290.844
618.556,1243.438
589.472,1191.344
571.861,1146.281
550.861,1112.75
542.528,1070.906
527.111,1045.406
520.111,995.781
495.806,962.812
496.583,924.594
473.111,904.906
470.444,866.844
462.139,828.781
459.611,819.75
448.25,794.312
434.944,764.375
437.083,756.781
423.194,726.656
431.167,709.969
404.694,675.312
397.611,667
390.806,650.5
387.472,625.344
395.861,634.219
390.611,600.75
386.861,600.312
402.083,583.562
390.083,563.156
404.694,557.188
386.722,554.188
381.083,532.281
387.222,519.281
371.917,509.906
371.556,502.969
374.528,499.031
371.667,479.188
365.361,491.781
370.833,484.281
373.194,481.938
376.75,474.938
364.222,472.75
360.056,464.031
357.861,446.094
346.194,448.781
346.389,442.281
342.75,431.25
344.028,424.156
321.222,421.125
332.806,419.125
325.861,417.906
328.861,402.531
332.222,412.469
337.028,412.062
335.139,408.281
330.944,407.406
342.222,412.875
1316.194,702.844
1930.528,815.5
1822.806,815.5
