Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,1,52,32,11,9,0,-115,14.250059,6.497452,5.715240,17.695662,15.377102,4,9,0.692308,-8.389431,3.319138,11.875000,27.666667,0.513818,0.605300,0.894197,0.822884,0.540845,0.532457,0.615385,0.751061,-0.462868,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,2,20,11,2,4,3,-37,16.466602,0.000000,0.000000,16.466602,11.861359,0,4,1.000000,-3.383477,0.000000,0.000000,21.750000,0.000000,0.571366,0.000000,0.879476,0.000000,0.623347,0.647059,0.728125,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,3,9,8,0,1,0,1,2.814114,2.814114,0.463867,0.000000,0.000000,2,0,0.000000,0.000000,0.372285,8.750000,0.000000,0.395024,0.000000,0.953559,0.000000,0.494275,0.000000,0.631579,0.729951,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,4,187,122,31,29,5,-371,15.715379,9.831926,4.055127,18.895624,12.154841,20,37,0.649123,-24.773533,11.399599,14.525000,29.189189,0.561855,0.584043,0.823800,0.877051,0.453411,0.503695,0.671053,0.583016,-0.315505,-2,2 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,5,196,96,32,54,14,-347,17.350393,15.121496,5.148137,18.059587,10.101120,14,44,0.758621,-27.757721,7.465466,17.928571,22.909091,0.685646,0.633178,0.898724,0.925649,0.521657,0.530445,0.679104,0.563201,-0.088547,-2,2 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,6,1,1,0,0,0,1,5.118224,5.118224,0.649902,0.000000,0.000000,1,0,0.000000,0.000000,0.995132,66.000000,0.000000,0.009859,0.000000,0.127136,0.000000,0.857133,0.000000,0.674074,0.566689,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,7,37,23,6,6,2,13,3.366714,4.212361,1.455994,2.351938,1.105029,6,5,0.454545,-3.996328,3.442424,22.416667,9.400000,0.173999,0.145204,0.441240,0.571025,0.552946,0.628319,0.657534,0.580378,0.283415,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,8,1,1,0,0,0,0,3.518065,0.000000,0.000000,3.518065,0.044556,0,1,1.000000,-0.125847,0.000000,0.000000,85.500000,0.000000,0.006457,0.000000,0.156914,0.000000,0.234511,0.659864,0.578388,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,9,23,15,3,4,1,64,17.610462,33.597694,30.812195,6.952309,3.187581,2,3,0.600000,-2.171835,1.063957,19.250000,25.333333,1.070422,0.481511,0.861289,0.689328,0.381191,0.550066,0.657895,0.586952,0.657099,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,10,68,39,10,15,4,-42,6.899065,2.736564,1.435364,9.674066,5.642985,4,6,0.600000,-4.497693,2.703736,9.375000,36.500000,0.264940,0.240811,0.816215,0.615574,0.564312,0.619302,0.641975,0.599044,-0.558997,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,11,127,64,23,34,6,-251,18.586233,11.168925,6.715586,21.553158,13.533525,12,30,0.714286,-21.463661,7.235819,13.583333,26.033333,0.741204,0.657310,0.954613,0.873057,0.489210,0.571719,0.612745,0.546302,-0.317346,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,12,67,46,10,11,0,-297,23.742580,6.020915,3.430402,31.495810,23.493877,7,16,0.695652,-13.615488,4.511597,6.714286,41.125000,0.762994,0.615370,0.875367,0.891284,0.601768,0.551357,0.621145,0.527753,-0.679028,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,13,5,3,0,1,1,-4,1.805098,0.000000,0.000000,1.805098,0.460449,0,1,1.000000,-0.305825,0.000000,0.000000,5.000000,0.000000,0.303249,0.000000,0.839980,0.000000,0.183760,0.622807,0.526180,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,14,22,17,3,2,0,-16,4.123949,4.653472,0.322632,3.594426,1.719767,3,3,0.500000,-2.194130,1.091236,26.833333,19.666667,0.152727,0.198111,0.506894,0.872670,0.517410,0.588077,0.619658,0.528800,0.128402,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,15,251,130,36,62,23,-265,15.761830,11.434237,2.788938,17.978403,8.461950,21,41,0.661290,-27.183453,10.385267,14.809524,23.378049,0.583933,0.625628,0.863951,0.912476,0.455154,0.512046,0.625000,0.537439,-0.222495,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,16,2,2,0,0,0,0,2.559778,2.559778,0.911499,0.000000,0.000000,1,0,0.000000,0.000000,0.953750,13.000000,0.000000,0.070392,0.000000,0.357492,0.000000,0.886132,0.000000,0.622896,0.539270,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,17,192,92,49,44,7,-13,14.285089,12.138586,5.902063,16.620989,6.302092,37,34,0.478873,-20.485529,23.038008,19.324324,21.970588,0.517705,0.578962,0.851405,0.834488,0.484003,0.468314,0.597826,0.550453,-0.155858,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,18,187,89,40,42,16,-115,17.088526,20.035994,4.556377,14.684013,7.553793,31,38,0.550725,-24.844509,14.091901,24.000000,20.552632,0.730250,0.590720,0.966442,0.844733,0.512505,0.526705,0.578947,0.528341,0.154147,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,19,152,82,27,34,9,-207,11.602126,6.502365,2.883934,13.933446,7.315991,16,35,0.686275,-23.801661,9.842578,12.000000,22.314286,0.454698,0.494916,0.804565,0.902684,0.472500,0.496172,0.596311,0.518550,-0.363630,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,20,193,100,30,47,16,-112,13.851526,13.343438,4.166108,14.359616,7.196453,29,29,0.500000,-18.376530,15.186317,19.155172,19.465517,0.551716,0.571279,0.874965,0.855248,0.503473,0.521251,0.584249,0.516728,-0.036681,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,21,66,25,9,21,11,52,19.836161,23.332346,7.651215,11.678401,4.444804,14,6,0.300000,-2.633372,6.417099,29.607143,17.000000,0.623986,0.578498,0.886299,0.899113,0.492048,0.539312,0.577739,0.508684,0.332868,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,22,6,4,1,1,0,0,12.047071,11.053596,8.977142,14.034019,12.000610,2,1,0.333333,-0.870324,1.695048,19.000000,23.500000,0.499909,0.588558,0.928623,0.985542,0.612222,0.487945,0.576450,0.509158,-0.118801,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_N2_Tc15_16_24\240325_N2_Tc15_16_24_w1a_tracks.bin,23,8,0,4,2,2,-12,54.204979,39.371883,4.296356,69.038071,10.776520,2,2,0.500000,-0.325062,0.226598,45.250000,74.500000,0.921385,0.886331,0.976786,0.954573,0.617488,0.476457,0.574171,0.504580,-0.273648,0,0 
